,Name,Type,Consistent,Bright,Evolves,Dynamic,Consistency,Brightness,Evolution,Dynamics,OscillatorWaveShape,OscillatorOct,OscillatorSemi,OscillatorDetune,FilterCutoffFrequency,FilterLFOCutoffMod,FilterEnvCutoffMod,LFOSpeed,LFOFadeIn,OscillatorWaveShape2,OscillatorOct2,OscillatorSemi2,OscillatorDetune2,AttackTime,DecayTime,SustainLevel,SustainTime,ReleaseTime,AttackTime2,DecayTime2,SustainLevel2,SustainTime2,ReleaseTime2,VibratoSpeed,VibratoAmount,KeyboardUnison,KeyboardUnisonToggle,KeyboardDetune
0,"17_05_808_32_[0, 0, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,-0.21636798000663326,0.32142296619955163,-0.1734234692311337,0.02408885868809507,-0.5291333394639453,0,0,-2,0,-0.05911886449367898,-0.17099989792431158,0.40972036875831463,0.5191130537646185,0.9820574099679733,0.17676556147729328,-0.23256691153951098,-0.21415906111916133,-0.11702917778117605,0.6761590485501845,-0.23314947295269206,-0.3966226125418887,0.16930742685993522,0,True,-0.07453111535874388
1,"17_05_808_32_[0, 0, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.1880232205852755,0.2529108411454002,0.0,0.11025228808678056,-0.21588750771789217,0,0,-2,0,0.3560856636046853,-0.32428278276063555,0.6328125,0.36488780061541154,0.9210457170288193,0.7638876438,-0.49444629488818553,-0.1671670717209755,0.5090909004,0.3785691429928424,-0.33191579474344357,0.2900240421,-0.32142876152719885,0,True,0.1639999896
2,"17_05_808_32_[0, 0, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.05221068741161422,0.46024263075115085,0.5021035707639423,0.1811416752854489,-0.07267168385233776,0,0,-2,0,0.24300415920187146,-0.6696637763974563,0.6843590029144878,0.6550007277298724,0.5213738820770453,1.3735255447534795,-0.6116076815474055,0.3567833545709841,0.9965787135189594,0.554924320800896,-0.10681714160448286,0.4706625675772995,0.3058242763929796,0,True,0.6662018036050341
3,"17_05_808_32_[0, 1, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.03215619587563173,0.7505584955,-0.6484448640179317,0.11495531657803448,0.0,0,0,-2,0,-0.004635790556791419,0.0,-0.010092707714012938,0.6093376347499546,1.0,0.306208420837425,-0.37687318927365765,0.4727272689,-0.032863481701925656,0.9246789357730046,0.3270148933,-0.26109148305116636,0.0255362971396646,0,True,-0.35569201939115697
4,"17_05_808_32_[0, 1, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.0920675836758979,0.7505584955,0.0,0.15308759793185622,0.0,0,0,-2,0,0.16438473891908745,0.0,0.6328125,0.6665904200710359,1.0,0.7638876438,-0.24524683431478117,0.4727272689,0.5090909004,0.49821515184185694,0.3270148933,0.2900240421,0.11562786060282498,0,True,0.1639999896
5,"17_05_808_32_[0, 1, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,-0.20725369120226844,0.7505584955,0.5868075980266982,0.017751404704358098,0.0,0,0,-2,0,0.20372195465100196,0.0,1.08080187123439,0.22472926996363451,1.0,1.0608691408740332,-0.656464206062514,0.4727272689,1.0481421751763467,0.7883941460816308,0.3270148933,0.9820501146669991,0.2782991084442714,0,True,0.6956529103338833
6,"17_05_808_32_[0, 2, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3272997577462166,1.3900091256029343,-0.0037283788557989747,0.383096082644833,0.02276613670289966,0,0,-2,0,0.5083444970096495,0.526991332902849,0.363928813862377,0.7559335163333323,1.1884133364109042,0.6959541169256944,-0.6063703266163561,0.7261921142424325,0.020730874997527904,0.7545004850382228,0.7835788876494627,-0.24180190961333337,0.2590129729676447,0,True,-0.5086689859290199
7,"17_05_808_32_[0, 2, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.34817167753286066,1.3397985959160836,0.0,0.5671299972688264,0.316134154770015,0,0,-2,0,0.28879551604555254,0.5703453535915323,0.6328125,0.598040217053446,1.2819330945145186,0.7638876438,-0.17714696295619406,0.7544494638990749,0.5090909004,0.38406170637826764,0.7570687278360737,0.2900240421,-0.2723460064868379,0,True,0.1639999896
8,"17_05_808_32_[0, 2, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.07685061125069237,0.771432639020213,0.5498683961314953,0.23744580057800502,0.1148246397099739,0,0,-2,0,0.5189636922367702,0.15407264743181653,0.6843182229702774,0.24783005136571767,1.3152035566260452,1.4532284175342594,-0.220183350847167,1.1321158458219283,0.5628859962554758,0.5551521145715348,0.8518024857912844,0.31261749592491006,0.3571184683311155,0,True,0.7003710548293898
9,"17_05_808_32_[1, 0, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.17457760438522396,-0.04636326748905503,0.6607554555,-0.33500584632418995,0,0,-2,0,0.6384437084,-0.16983747398538984,0.22220649060625725,0.8185710907,0.42908006142845356,0.7128474992647413,0.0,0.12043353685220165,0.35519018943147374,1.0,0.2222711073216496,0.11757603316078918,0.3700000048,0,True,0.09654660108652335
10,"17_05_808_32_[1, 0, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.25615484099850916,0.0,0.6607554555,-0.5077736643724872,0,0,-2,0,0.6384437084,-0.6828352955906719,0.6328125,0.8185710907,0.8663824761348469,0.7638876438,0.0,0.08901714013496553,0.5090909004,1.0,-0.17164004359403306,0.2900240421,0.3700000048,0,True,0.1639999896
11,"17_05_808_32_[1, 0, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.4566287168538178,0.23606539587951805,0.6607554555,-0.06792899379169841,0,0,-2,0,0.6384437084,-0.3588635573423154,0.7599321832775396,0.8185710907,0.5294040380658356,1.0707981733452634,0.0,0.08610244925770089,1.0066215115666224,1.0,-0.021918993331801973,0.5687024771715126,0.3700000048,0,True,0.717793050725315
12,"17_05_808_32_[1, 1, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.7505584955,-0.1220204254649655,0.6607554555,0.0,0,0,-2,0,0.6384437084,0.0,0.18016965410884922,0.8185710907,1.0,0.37377687241361424,0.0,0.4727272689,0.5010707015055089,1.0,0.3270148933,-0.21743368650885375,0.3700000048,0,True,-0.058075496270168364
