,Name,Type,Consistent,Bright,Evolves,Dynamic,Consistency,Brightness,Evolution,Dynamics,OscillatorWaveShape,OscillatorOct,OscillatorSemi,OscillatorDetune,FilterCutoffFrequency,FilterLFOCutoffMod,FilterEnvCutoffMod,LFOSpeed,LFOFadeIn,OscillatorWaveShape2,OscillatorOct2,OscillatorSemi2,OscillatorDetune2,AttackTime,DecayTime,SustainLevel,SustainTime,ReleaseTime,AttackTime2,DecayTime2,SustainLevel2,SustainTime2,ReleaseTime2,VibratoSpeed,VibratoAmount,KeyboardUnison,KeyboardUnisonToggle,KeyboardDetune
0,"17_05_808_32_[0, 0, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.30326435906069193,0.7307983518002036,0.0,0.572213789998038,0.0,0,0,-2,0,0.6178792509123783,0.0,0.5558286539843498,0.7295161449524156,0.9881688056212173,0.698809771923991,0.0,0.4710855099467507,0.4400752383235093,0.9135488635858392,0.25026330797247204,0.21105363750692882,0.3310351103225879,0,True,0.09614208386024842
1,"17_05_808_32_[0, 0, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.289776900148811,0.70953693519262,0.0,0.6067245935222711,0.0,0,0,-2,0,0.5792568078878269,0.0,0.6328125,0.7294674961763357,0.9249883573388419,0.7638876438,0.0,0.4658154150966522,0.5090909004,0.9443206526888729,0.2406766497788877,0.2900240421,0.3151344976838487,0,True,0.1639999896
2,"17_05_808_32_[0, 0, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.31608442574687184,0.7366089253699315,0.04634932901270664,0.6234645744842303,0.0,0,0,-2,0,0.6196530521556993,0.0,0.6501665705714971,0.7530852059323221,0.9909058971234038,0.8117831111596272,0.0,0.46534916079769406,0.5975988657758852,0.9334845577787694,0.2778068667851165,0.3378066442543628,0.34799647441060044,0,True,0.25373335494448046
3,"17_05_808_32_[0, 1, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3532094431031011,0.7505584955,0.0,0.6056392063030762,0.0,0,0,-2,0,0.6259495433892233,0.0,0.5633174080790904,0.814274588956813,1.0,0.7403600941304808,0.0,0.4727272689,0.488164236397625,0.9716525378272259,0.3270148933,0.25187232070137133,0.3369964773211609,0,True,0.09742974629014488
4,"17_05_808_32_[0, 1, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.28615988256189584,0.7505584955,0.0,0.6248092145483306,0.0,0,0,-2,0,0.5945627405944931,0.0,0.6328125,0.8155197662577958,1.0,0.7638876438,0.0,0.4727272689,0.5090909004,0.9890347624317314,0.3270148933,0.2900240421,0.3078504300329634,0,True,0.1639999896
5,"17_05_808_32_[0, 1, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3062729330938617,0.7505584955,0.05890506628958196,0.6499058414740396,0.0,0,0,-2,0,0.559154673919715,0.0,0.6989708157738558,0.7608046900113246,1.0,0.8382176690411715,0.0,0.4727272689,0.5705044883840054,0.9896917815786427,0.3270148933,0.37644940397069643,0.3112315392124895,0,True,0.1762730644040077
6,"17_05_808_32_[0, 2, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3576977755685153,0.7689029022446965,0.0,0.5816850301666754,0.0028256555306971462,0,0,-2,0,0.614367826756413,0.07845087561046296,0.6277348618126893,0.7828466378100821,1.0778120167486647,0.729436009663333,0.0,0.5438830434237775,0.4655353735881021,0.914176481377396,0.39873322835176894,0.2193418494940232,0.3296599891437457,0,True,0.15096863468400665
7,"17_05_808_32_[0, 2, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3312949258203194,0.768943620099166,0.0,0.5766497998539651,0.006844133310299441,0,0,-2,0,0.5900961775001833,0.07885079285383269,0.6328125,0.7498087110878111,1.0340121103301045,0.7638876438,0.0,0.5250642356633631,0.5090909004,0.9723021770178353,0.36315501868875916,0.2900240421,0.3348051112952472,0,True,0.1639999896
8,"17_05_808_32_[0, 2, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.29923735027997933,0.7858999807765062,0.03687265004466715,0.608529868821694,0.05141801199173907,0,0,-2,0,0.6057104617397419,0.023897497617661776,0.7042538950203545,0.7375415451972384,1.07433943427478,0.8096133167876852,0.0,0.5240226606842601,0.570942840231599,0.9305962440569101,0.3609479804318704,0.2972603795652355,0.3338499410481054,0,True,0.24808960564032162
9,"17_05_808_32_[1, 0, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.7012099143140198,0.0,0.6607554555,0.0,0,0,-2,0,0.6384437084,0.0,0.5437776303219561,0.8185710907,0.9547481931277498,0.7181416851267005,0.0,0.44822144578987266,0.47923271653192967,1.0,0.26220090856582584,0.2459370239745222,0.3700000048,0,True,0.11305343508976136
10,"17_05_808_32_[1, 0, 1]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.6990397377255716,0.0,0.6607554555,0.0,0,0,-2,0,0.6384437084,0.0,0.6328125,0.8185710907,0.9870369075595559,0.7638876438,0.0,0.3843914236359253,0.5090909004,1.0,0.25216329088183975,0.2900240421,0.3700000048,0,True,0.1639999896
11,"17_05_808_32_[1, 0, 2]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.6997386246790259,0.06935328294238369,0.6607554555,0.0,0,0,-2,0,0.6384437084,0.0,0.6349135547913214,0.8185710907,0.9830180814997026,0.83576502671088,0.0,0.447939830116037,0.5747729522289399,1.0,0.3166515280801308,0.36059624469943174,0.3700000048,0,True,0.2125707638180438
12,"17_05_808_32_[1, 1, 0]",808,True,True,False,False,0.6,0.6,0.0,1.0,0,-3,0,0.3615562618,0.7505584955,0.0,0.6607554555,0.0,0,0,-2,0,0.6384437084,0.0,0.5873466169827138,0.8185710907,1.0,0.7245785275714228,0.0,0.4727272689,0.42084225463237984,1.0,0.3270148933,0.2570426788956907,0.3700000048,0,True,0.13803878681002305
